Title,Genre,Actors,Recom
The Expendables,"Action, Adventure, Thriller","Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren, Eric Roberts, Randy Couture, Steve Austin, David Zayas, Giselle Itié, Charisma Carpenter, Gary Daniels, Terry Crews, Mickey Rourke, Hank Amos, Amin Joseph, Grifon Aldren, Antonio Rodrigo Nogueira, Antonio Rogerio Nogueira","The Expendables 2, The Expendables 3, Escape Plan, Expend4bles, Rambo, The Transporter, Transporter 2, Transporter 3, Rambo: First Blood Part II, Death Race, RED, The Mechanic"
Unknown,"Action, Mystery, Thriller","Liam Neeson, Diane Kruger, January Jones, Aidan Quinn, Bruno Ganz, Frank Langella, Sebastian Koch, Olivier Schneider, Stipe Erceg, Rainer Bock, Mido Hamada, Clint Dyer, Karl Markovics, Eva Löbau, Helen Wiebensohn, Merle Wiebensohn, Adnan Maral, Torsten Michaelis","Non-Stop, Run All Night, Taken 2, The Commuter, Taken 3, Taken, The Grey, A Walk Among the Tombstones, The A-Team, Olympus Has Fallen, The Shallows, White House Down"
The Commuter,"Action, Mystery, Thriller","Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks, Sam Neill, Elizabeth McGovern, Killian Scott, Shazad Latif, Andy Nyman, Clara Lago, Roland Møller, Florence Pugh, Dean-Charles Chapman, Ella-Rae Smith, Nila Aalia, Colin McFarlane, Kobna Holdbrook-Smith, Adam Nagaitis","Non-Stop, Unknown, Run All Night, Taken 3, Honest Thief, Taken 2, Cold Pursuit, A Walk Among the Tombstones, Taken, The Grey, The Ice Road, The Marksman"
Run All Night,"Action, Crime, Thriller","Liam Neeson, Ed Harris, Joel Kinnaman, Vincent D'Onofrio, Boyd Holbrook, Bruce McGill, Genesis Rodriguez, Lois Smith, Common, Beau Knapp, Patricia Kalember, Daniel Stewart Sherman, James Martinez, Radivoje Bukvic, Tony Naumovski, Lisa Branch, Holt McCallany, Aubrey Joseph","Unknown, Non-Stop, The Commuter, A Walk Among the Tombstones, Taken 3, Taken 2, The Grey, Cold Pursuit, Taken, Honest Thief, The Shallows, The A-Team"
The Grey,"Action, Adventure, Drama","Liam Neeson, Dermot Mulroney, Frank Grillo, Dallas Roberts, Joe Anderson, Nonso Anozie, James Badge Dale, Ben Hernandez Bray, Anne Openshaw, Peter Girges, Jonathan Bitonti, James Bitonti, Ella Kosor, Jacob Blair, Lani Gelera, Larissa Stadnichuk","Taken 2, Non-Stop, Taken, Unknown, The A-Team, Taken 3, Run All Night, Kinsey, The Commuter, Olympus Has Fallen, A Walk Among the Tombstones, Cold Pursuit"
A Walk Among the Tombstones,"Action, Crime, Drama","Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook, Maurice Compte, Patrick McDade, Luciano Acuna Jr., Hans Marrero, Laura Birn, Adam David Thompson, Kim Rosen, Eric Nelsen, Jon Goracy, Razane Jammal, Stephanie Andujar, Al Nazemian, Sophia Frank, Susham Bedi","Run All Night, Non-Stop, Unknown, The Commuter, The Grey, Taken 2, Honest Thief, Taken 3, Cold Pursuit, Taken, The Ice Road, The Marksman"
Escape Plan,"Action, Thriller","Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D'Onofrio, Jim Caviezel, Faran Tahir, Amy Ryan, Sam Neill, Vinnie Jones, Matt Gerald, Caitríona Balfe, David Joseph Martinez, Alec Rayme, Christian Stokes, Graham Beckel, Rodney Feaster, David Leitch, Lydia Hull","The Expendables, The Expendables 2, Escape Plan 2: Hades, The Expendables 3, Rambo, Escape Plan: The Extractors, Death Race, The Transporter, Taken 2, Rambo: First Blood Part II, Transporter 2, White House Down"
The A-Team,"Action, Adventure, Thriller","Liam Neeson, Bradley Cooper, Sharlto Copley, Jessica Biel, Quinton 'Rampage' Jackson, Patrick Wilson, Gerald McRaney, Henry Czerny, Yul Vazquez, Brian Bloom, Maury Sterling, Terry Chen, Omari Hardwick, David Hugghins, Jacob Blair, Rad Daly, Kyle Riefsnyder, Andrew Coghlan","Taken 2, RED, The Expendables, Taken 3, RED 2, Taken, Olympus Has Fallen, The Transporter, White House Down, The Expendables 2, The Grey, The A-Team"
RED,"Action, Comedy, Crime","Bruce Willis, Helen Mirren, Morgan Freeman, Mary-Louise Parker, Heidi von Palleske, Jefferson Brown, Karl Urban, Chris Owens, Rebecca Pidgeon, Jaqueline Fleming, Randy Wade Kelley, Jason Giuliano, Alec Rayme, Lawrence Turner, Emily Kuroda, Joe Chrest, Justine Wachsberger, Tara Yelland","RED 2, The Expendables, Live Free or Die Hard, The Expendables 2, The Transporter, The A-Team, Red 3, Taken 2, Olympus Has Fallen, Red, Taken, The Italian Job"
RED 2,"Action, Comedy, Crime","Bruce Willis, Helen Mirren, John Malkovich, Anthony Hopkins, Mary-Louise Parker, Lee Byung-hun, Jong Kun Lee, Catherine Zeta-Jones, Neal McDonough, David Thewlis, Garrick Hagon, Tim Pigott-Smith, Brian Cox, Philip Arditti, Mitchell Mullen, Martin Sims, Tristan D. Lalla, Khalid Laith","RED, Red 3, The Expendables, The Expendables 2, Live Free or Die Hard, The A-Team, Olympus Has Fallen, Taken 2, The Expendables 3, Transporter 2, The Transporter, White House Down"
The Transporter,"Action, Crime, Thriller","Jason Statham, Shu Qi, Matt Schulze, François Berléand, Ric Young, Doug Rand, Didier Saint Melin, Tonio Descanvelle, Laurent Desponds, Matthieu Albertini, Vincent Nemeth, Jean-Yves Bilien, Jean-Marie Paris, Adrian Dearnell, Alfred Lot, Audrey Hamm, Sebastien Migneau, Laurent Jumeaucourt","Transporter 2, Transporter 3, Crank, The Expendables, The Mechanic, Crank: High Voltage, The Italian Job, The Expendables 2, Death Race, Taken 2, The Transporter Refueled, Transporter: The Series"
The Expendables 2,"Action, Adventure, Thriller","Sylvester Stallone, Liam Hemsworth, Randy Couture, Jean-Claude Van Damme, Jason Statham, Jet Li, Dolph Lundgren, Chuck Norris, Bruce Willis, Arnold Schwarzenegger, Terry Crews, Scott Adkins, Nan Yu, Amanda Ooms, Charisma Carpenter, Nikolette Noel, George Zlatarev, Alexander Moskov","The Expendables, The Expendables 3, Expend4bles, Escape Plan, Rambo, The Transporter, Transporter 2, Transporter 3, Rambo: First Blood Part II, Death Race, Rambo: Last Blood, Rambo III"
Live Free or Die Hard,"Action, Thriller","Bruce Willis, Justin Long, Timothy Olyphant, Maggie Q, Cliff Curtis, Jonathan Sadowski, Andrew Friedman, Kevin Smith, Yorgo Constantine, Cyril Raffaelli, Chris Palermo, Mary Elizabeth Winstead, Sung Kang, Zeljko Ivanek, Christina Chang, Jake McDorman, Rosemary Knower, Gerald Downey","Die Hard: With a Vengeance, Die Hard 2, A Good Day to Die Hard, Die Hard, Lethal Weapon 2, Lethal Weapon 4, Lethal Weapon, Lethal Weapon 3, RED, The Expendables, RED 2, The Expendables 2"
Transporter 2,"Action, Crime, Thriller","Jason Statham, Amber Valletta, Kate Nauta, Alessandro Gassmann, Matthew Modine, Jason Flemyng, Keith David, Hunter Clary, Shannon Briggs, François Berléand, Raymond Tong, George Kapetan, Jeff Chase, Gregg Weiner, Gregg Davis, Marty Wright, AnnaLynne McCord, Reggie Pierre","Transporter 3, The Transporter, Crank, Crank: High Voltage, The Expendables, The Mechanic, Death Race, The Expendables 2, The Transporter Refueled, The Expendables 3, Mechanic: Resurrection, Taken 2"
Transporter 3,"Action, Adventure, Thriller","Jason Statham, Robert Knepper, Natalya Rudakova, François Berléand, Jeroen Krabbé, Alex Kobold, David Atrakchi, Yann Sundberg, Eriq Ebouaney, David Kammenos, Silvio Simac, Oscar Relier, Timo Dierkes, Igor Koumpan, Paul Barrett, Elef Zack, Katia Tchenko, Michel Neugarten","Transporter 2, The Transporter, Crank: High Voltage, The Transporter Refueled, The Mechanic, Crank, Death Race, The Expendables, The Expendables 2, Mechanic: Resurrection, The Expendables 3, Parker"
Crank,"Action, Crime, Thriller","Jason Statham, Amy Smart, Carlos Sanz, Jose Pablo Cantillo, Efren Ramirez, Dwight Yoakam, Reno Wilson, Edi Gathegi, Glenn Howerton, Jay Xcala, Keone Young, Valarie Rae Miller, Yousuf Azami, Laurent Schwaar, David Brown, Dorian Kingi, Med Abrous, Daniel Stevens","Crank: High Voltage, The Transporter, Transporter 2, Transporter 3, The Mechanic, Death Race, Mechanic: Resurrection, The Expendables, The Bank Job, Safe, Parker, The Expendables 2"
The Mechanic,"Action, Crime, Thriller","Jason Statham, Ben Foster, Donald Sutherland, Tony Goldwyn, Jeff Chase, Mini Anden, James Logan, Eddie J. Fernandez, Joshua Bridgewater, John McConnell, Christa Campbell, Joel Davis, Mark Nutter, Ardy Brent Carlson, Lara Grice, Lance E. Nichols, JD Evermore, Ada Michelle Loridans","Mechanic: Resurrection, Transporter 3, Transporter 2, The Transporter, Parker, Crank, Safe, Crank: High Voltage, Homefront, Death Race, The Expendables, The Bank Job"
Crank: High Voltage,"Action, Crime, Thriller","Jason Statham, Amy Smart, Clifton Collins Jr., Dwight Yoakam, Efren Ramirez, Julanne Chidi Hill, Jose Pablo Cantillo, Reno Wilson, Keone Young, Art Hsu, Joseph Julian Soria, Bai Ling, David Carradine, Corey Haim, Geri Horner, William Brent, Jamie Harris, John de Lancie","Crank, Transporter 3, Transporter 2, The Transporter, The Mechanic, Death Race, The Expendables, Mechanic: Resurrection, The Expendables 2, Parker, The Expendables 3, Safe"
Death Race,"Action, Sci-Fi, Thriller","Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane, Natalie Martinez, Max Ryan, Jason Clarke, Frederick Koehler, Jacob Vargas, Justin Mader, Robert LaSardo, Robin Shou, Benz Antoine, Danny Blanco Hall, Christian Paul, Janaya Stephens, John Fallon, Bruce McFee","Death Race 2, Transporter 2, Transporter 3, The Transporter, Crank, Crank: High Voltage, Death Race: Inferno, The Expendables, The Mechanic, The Expendables 2, The Expendables 3, Safe"
The Transporter Refueled,"Action, Thriller","Ed Skrein, Loan Chabanol, Ray Stevenson, Lenn Kudrjawizki, Gabriella Wright, Tatiana Pajkovic, Wenxia Yu, Radivoje Bukvic, Noémie Lenoir, Yuri Kolokolnikov, Samir Guesmi, Anatole Taubman, Robbie Nock, Michael Morris, Nash Novcic, Jochen Hägele, Cédric Chevalme, Jérôme Zybala","Transporter 3, Transporter 2, The Transporter, Mechanic: Resurrection, Transporter: The Series, The Mechanic, Safe, The Expendables 3, Death Race, Crank: High Voltage, The Expendables 2, Parker"
Mechanic: Resurrection,"Action, Adventure, Crime","Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh, Sam Hazeldine, John Cenatiempo, Toby Eddington, Femi Elufowoju Jr., Anteo Quintavalle, Yayaying Rhatha Phongam, Bonnie Zellerbach, Stuart Thorp, Alex Kuzelicki, Brahim Chab, Thomas Kiwi, Andrew Stehlin, Francis Tonkala Tamouya, Tais Rodrigues Dias","The Mechanic, Parker, Transporter 3, Safe, Homefront, Transporter 2, Crank, Crank: High Voltage, The Transporter, The Expendables 3, Death Race, The Expendables"
Parker,"Action, Crime, Thriller","Jason Statham, Jennifer Lopez, Michael Chiklis, Nick Nolte, Wendell Pierce, Clifton Collins Jr., Bobby Cannavale, Patti LuPone, Carlos Carrasco, Micah Hauptman, Emma Booth, Daniel Bernhardt, Billy Slaughter, Jon Eyez, Carl J. Walker, Sala Baker, Rio Hackford, Kirk Baltz","Safe, The Mechanic, Mechanic: Resurrection, Homefront, Hummingbird, Blitz, Transporter 3, Crank: High Voltage, Crank, Transporter 2, Killer Elite, The Transporter"
Safe,"Action, Crime, Thriller","Jason Statham, Catherine Chan, Chris Sarandon, Robert John Burke, James Hong, Anson Mount, Sándor Técsy, Joseph Sikora, Igor Jijikine, Reggie Lee, James Colby, Matt O'Toole, Jack Gwaltney, Barry Bradford, Jay Giannone, James Tolbert III, Danni DanDan Gadigan, Julian Marzal","Parker, The Mechanic, Homefront, Hummingbird, Blitz, Mechanic: Resurrection, Transporter 3, Killer Elite, Crank, Death Race, Transporter 2, Crank: High Voltage"
Homefront,"Action, Crime, Thriller","Jason Statham, James Franco, Winona Ryder, Kate Bosworth, Izabela Vidovic, Marcus Hester, Clancy Brown, Omar Benson Miller, Rachelle Lefevre, Frank Grillo, Chuck Zito, Pruitt Taylor Vince, Linds Edwards, Austin Craig, Owen Harn, Stuart Greer, Christa Campbell, Amin Joseph","Parker, Safe, The Mechanic, Mechanic: Resurrection, Hummingbird, Blitz, Crank, Death Race, Transporter 2, Transporter 3, Wild Card, The Transporter"
The Bank Job,"Crime, Drama, Thriller","Jason Statham, Saffron Burrows, Stephen Campbell Moore, Daniel Mays, James Faulkner, Alki David, Michael Jibson, Georgia Taylor, Richard Lintern, Peter Bowles, Alistair Petrie, Hattie Morahan, Julian Lewis Jones, Andrew Brooke, Rupert Frazer, Christopher Owen, Keeley Hawes, Taelor Samways","The Mechanic, Crank, Safe, Blitz, Parker, Transporter 3, The Transporter, Transporter 2, Crank: High Voltage, The Italian Job, Death Race, War"
Hummingbird,"Action, Crime, Drama","Jason Statham, Agata Buzek, Vicky McClure, Benedict Wong, Ger Ryan, Youssef Kerkour, Anthony Morris, Victoria Bewick, Christian Brassington, Danny Webb, Sang Lui, Bruce Wang, David Bradley, Siobhan Hewlett, Steven Beard, John Killoran, Lillie Buttery, Adam Skeats","Safe, Parker, Blitz, Homefront, Wild Card, The Mechanic, Mechanic: Resurrection, Killer Elite, Crank, Transporter 3, The Bank Job, Crank: High Voltage"
Blitz,"Action, Crime, Thriller","Jason Statham, Paddy Considine, Aidan Gillen, Zawe Ashton, David Morrissey, Ned Dennehy, Mark Rylance, Luke Evans, Nicky Henson, Steven Harwood-Brown, Bill Champion, Richard Riddell, Ron Donachie, Elly Fairman, Alex Lanipekun, Mark Roper, Ranjit Krishnamma, Nabil Elouahabi","Safe, Parker, Hummingbird, The Mechanic, Homefront, Killer Elite, Mechanic: Resurrection, The Bank Job, Wild Card, Crank: High Voltage, Crank, Transporter 3"
Wild Card,"Action, Crime, Drama","Jason Statham, Michael Angarano, Dominik Garcia, Milo Ventimiglia, Hope Davis, Max Casella, Stanley Tucci, Sofía Vergara, Jason Alexander, Anne Heche, Chris Browning, Matthew Willig, François Vincentelli, Davenia McFadden, Michael Papajohn, Jean Claude Leuyer, Greice Santo, Freddie Poole","Hummingbird, Mechanic: Resurrection, Parker, Safe, Homefront, Blitz, The Mechanic, Transporter 3, Killer Elite, Crank, War, Chaos"
The Expendables 3,"Action, Adventure, Thriller","Sylvester Stallone, Jason Statham, Jet Li, Antonio Banderas, Harrison Ford, Arnold Schwarzenegger, Mel Gibson, Wesley Snipes, Dolph Lundgren, Randy Couture, Terry Crews, Kelsey Grammer, Glen Powell, Victor Ortiz, Ronda Rousey, Kellan Lutz, Ivan Kostadinov, Robert Davi","The Expendables 2, The Expendables, Expend4bles, Escape Plan, Transporter 3, Transporter 2, Rambo, The Transporter, The Expendables 3: Extended Cut Scenes, Death Race, Rambo: First Blood Part II, Rambo: Last Blood"
Rambo,"Action, Adventure, Thriller","Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish, Reynaldo Gallegos, Jake La Botz, Tim Kang, Maung Maung Khin, Paul Schulze, Cameron Pearson, Thomas Peterson, Tony Skarberg, James With, Kasikorn Niyompattana, Shaliew 'Lek' Bamrungbun, Supakorn Kitsuwon, Aung Aay Noi, Ken Howard","Rambo: First Blood Part II, Rambo III, Rambo: Last Blood, First Blood, Rocky Balboa, The Expendables, Rocky III, The Expendables 2, Rocky IV, Rocky II, Escape Plan, Rocky V"
Rambo: First Blood Part II,"Action, Adventure, Thriller","Sylvester Stallone, Richard Crenna, Charles Napier, Steven Berkoff, Julia Nickson, Martin Kove, George Cheung, Andy Wood, William Ghent, Vojislav Govedarica, Dana Lee, Baoan Coleman, Steve Williams, Don Collins, Christopher Grant, John Sterlini, Alain Hocquenghem, William Rothlein","Rambo III, First Blood, Rambo, Rambo: Last Blood, Rocky IV, Rocky III, Rocky II, Rocky Balboa, Rocky V, The Expendables, Commando, The Expendables 2"
John Wick: Chapter 3 - Parabellum,"Action, Crime, Thriller","Keanu Reeves, Halle Berry, Ian McShane, Laurence Fishburne, Mark Dacascos, Asia Kate Dillon, Lance Reddick, Tobias Segal, Anjelica Huston, Saïd Taghmaoui, Jerome Flynn, Randall Duk Kim, Margaret Daly, Robin Lord Taylor, Susan Blommaert, Unity Phelan, Jason Mantzoukas, Andrea Sooch","John Wick: Chapter 2, John Wick, John Wick: Chapter 4, As Above, So Below: The Underworld of 'John Wick', Deadpool 2, John Wick: Don't F*#% with John Wick, Kingsman: The Secret Service, Deadpool, The Matrix Reloaded, Kingsman: The Golden Circle, John Wick: Chapter 5, The Matrix Revolutions"
John Wick: Chapter 2,"Action, Crime, Thriller","Keanu Reeves, Riccardo Scamarcio, Ian McShane, Ruby Rose, Common, Claudia Gerini, Lance Reddick, Laurence Fishburne, Tobias Segal, John Leguizamo, Bridget Moynahan, Thomas Sadoski, Erik Frandsen, David Patrick Kelly, Perry Yung, Franco Nero, Youma Diakite, Peter Serafinowicz","John Wick: Chapter 3 - Parabellum, John Wick, John Wick: Chapter 4, Kingsman: The Secret Service, Kingsman: The Golden Circle, The Matrix Reloaded, Deadpool, Deadpool 2, Baby Driver, The Matrix Revolutions, John Wick: Chapter 5, As Above, So Below: The Underworld of 'John Wick'"
John Wick,"Action, Crime, Thriller","Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe, Dean Winters, Adrianne Palicki, Omer Barnea, Toby Leonard Moore, Daniel Bernhardt, Bridget Moynahan, John Leguizamo, Ian McShane, Bridget Regan, Lance Reddick, Keith Jardine, Tait Fletcher, Kazy Tauginas, Alexander Frekey","John Wick: Chapter 2, John Wick: Chapter 3 - Parabellum, John Wick: Chapter 4, Kingsman: The Secret Service, Deadpool, Deadpool 2, The Matrix Reloaded, Baby Driver, Kingsman: The Golden Circle, As Above, So Below: The Underworld of 'John Wick', John Wick: Chapter 5, John Wick: Don't F*#% with John Wick"
"As Above, So Below: The Underworld of 'John Wick'","Documentary, Short","Basil Iwanyk, Keanu Reeves, Chad Stahelski","John Wick: Don't F*#% with John Wick, Making 'The Matrix', John Wick: Chapter 3 - Parabellum: HBO First Look, The Hobbit: The Battle of Five Armies - New Zealand: Home of Middle-Earth - Part 3, Kenobi: A Star Wars Fan Film, The Making of 'Kill Bill', Jason Bourne: Bringing Back Bourne, The Hitman's Bodyguard: Dangerous Women, Fantastic Beasts and Where to Find Them: Before Harry Potter, The Matrix Recalibrated, John Wick: Chapter 3 - Parabellum, Star Wars: Episode V - The Empire Strikes Back: Deleted Scenes"
The Matrix Revolutions,"Action, Sci-Fi","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Mary Alice, Tanveer K. Atwal, Helmut Bakaitis, Kate Beahan, Francine Bell, Monica Bellucci, Rachel Blackman, Henry Blasingame, Ian Bliss, David Bowers, Zeke Castelli, Collin Chou, Essie Davis, Nona Gaye","The Matrix Reloaded, The Matrix, The Matrix Resurrections, John Wick: Chapter 2, John Wick, John Wick: Chapter 3 - Parabellum, The Animatrix, The Second Renaissance Part I, Final Flight of the Osiris, Matrix, The Second Renaissance Part II, Matrix"
12 Strong,"Action, Drama, History","Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban, Trevante Rhodes, Geoff Stults, Thad Luckinbill, Austin Hébert, Austin Stowell, Ben O'Toole, Kenneth Miller, Kenny Sheard, Jack Kesy, Rob Riggle, William Fichtner, Arshia Mandavi, Elsa Pataky, Marie Wagenman","13 Hours: The Secret Soldiers of Benghazi, Lone Survivor, Extraction, Triple Frontier, Black Hawk Down, Zero Dark Thirty, American Sniper, Deepwater Horizon, 12 Strong: The Making of an Impossible Mission, The Hurt Locker, The Outpost, Shooter"
Den of Thieves,"Action, Crime, Drama","Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr., 50 Cent, Meadow Williams, Maurice Compte, Brian Van Holt, Evan Jones, Mo McRae, Kaiwi Lyman, Dawn Olivieri, Eric Braeden, Jordan Bridges, Lewis Tan, Cooper Andrews, Marcus LaVoi, Nate Boyer, John Lewis","Triple Frontier, Olympus Has Fallen, Law Abiding Citizen, Angel Has Fallen, London Has Fallen, The Town, 13 Hours: The Secret Soldiers of Benghazi, Shooter, 12 Strong, Mile 22, Den of Thieves 2, Sicario: Day of the Soldado"
